area,sub_area,dept,course_num,units,title,description
5,A,CHEM,30A,5,Introduction to General❤️ Organic and Biochemistry I,This is a two-part class to be taken in sequence by students entering allied health fields. The focus of the first part of this class is an introduction to general chemistry. This course begins with a discussion of various measurement tools. This will be followed with a discussion of energy and matter which will be followed by a discussion of the discovery of an atom. The next set of topics will cover an introduction to elements❤️ compounds❤️ and types of bonding in compounds followed by various types of chemical reactions and stoichiometric calculations based on chemical equations. Properties of gases and solutions will be discussed. The course concludes with a discussion of acid-base chemistry and nuclear chemistry.
5,A,CHEM,30B,5,Introduction to General❤️ Organic and Biochemistry II,This class is for students entering the allied health fields. The focus of the second part of Introduction to General❤️ Organic❤️ and Biochemistry is organic and biochemistry. The topics included in organic chemistry are: hydrocarbons❤️ alcohols❤️ thiols❤️ ethers❤️ carboxylic acids❤️ esters❤️ amines❤️ and amides. Various physical and chemical properties of these organic substances will be studied along with nomenclature and structural features. The topics included in biochemistry are: carbohydrates❤️ fatty acids and lipids❤️ amino acids and proteins❤️ nucleic acids and DNA. Various physical and chemical properties of these biological molecules will be studied. A brief introduction to metabolism will also be discussed.
5,A,CHEM,50,5,Preparation Course for General Chemistry,An introduction to the core theory and problem-solving techniques of chemistry as preparation for Chemistry 1A and other science related fields. An introduction to gravimetric and volumetric analysis❤️ rudimentary laboratory equipment and operations❤️ and the preparation and maintenance of a laboratory notebook.
5,A,GEO,1,4,Physical Geography,An introduction to the basic physical elements of geography and the diverse physical environment in which we live. Topics include the global patterns of weather and climate❤️ landforms❤️ soils and vegetation along with human modification of natural environments. The geographic tools used to explore these topics include maps❤️ GPS❤️ remote sensing and Geographic Information Systems (GIS).
5,A,GEOL,10,5,Introductory Geology,Analysis and description of the composition❤️ structure❤️ and development of the earth’s external and internal features and the geologic processes responsible for their origin and evolution. Examination of the concepts and principles upon which geologic knowledge is based. (One Saturday field trip is required.)
5,A,GEOL,20,4,General Oceanography,An introduction to the physical environment of the ocean. Origin and evolution of ocean basins; sea-floor morphology; origin❤️ distribution❤️ historical record❤️ and economic significance of marine sediments; ocean currents❤️ climate and the ocean system❤️ waves❤️ tides❤️ and changing sea level; beaches❤️ shorelines❤️ and coastal processes; marine resources❤️ pollution❤️ and human impacts on the oceans. (One Saturday field trip is required.)
5,A,MET,10,5,Weather and Climate Processes,(Must be taken with 10L and 20L) Introduction to the principles of the sciences of meteorology and climatology including: history of the sciences; origin❤️ evolution and structure of the atmosphere; major atmospheric variables that determine weather; global and local wind circulations; air masses and frontal systems; birth and development of extra tropical and tropical cyclones and associated severe weather phenomena; weather map analysis and interpretation; objective techniques used by meteorologists to forecast weather; air pollution; atmospheric optics❤️ global climate and the processes that produce climate change including “global warming.”
5,A,MET,10L,1,Meteorology Laboratory,Introductory weather lab in which students work with observational data❤️ graphics products❤️ charts and instruments used by synoptic meteorologists to forecast weather. Lab sessions will include current weather products downloaded from the American Meteorological Society’s “Online Weather Studies” homepage which has been specifically designed for this course and from De Anza College’s automated rooftop weather station. Students will practice the analysis and decision-making skills employed by meteorologists to diagnose air patterns❤️ understand air motions and predict future atmospheric conditions.
5,A,MET,20L,1,Climate Studies Laboratory,Introductory climatology lab developed in collaboration with the American Meteorological Society which places students in a dynamic learning environment where they investigate Earth’s climate system using real-world data used by professional climatologists to study and forecast future changes in Earth’s climate system. Lab sessions will include current computer graphics products downloaded from the American Meteorological Society’s “Online Climate Studies” homepage which has been specifically designed for this course. Students will practice the analytical skills used by climatologists in assessing the world’s climate and will examine the factors that produce critical changes in climate such as “global warming.” While focusing on science❤️ students will address many of the social and societal impacts of impending climate change.
5,A,PHYS,2A,5,General Introductory Physics,An elementary study of the basic physical laws describing the motion of bodies. Includes the study of oscillations❤️ waves❤️ and sound. Applications to everyday physical phenomena in problem solving using verbal logic❤️ critical thinking❤️ and mathematics. In the laboratory❤️ explore experimental scientific procedures by comparing theoretical models to classic experiments using standard measurement techniques❤️ basic uncertainty analysis❤️ and graphical interpretations of data.
5,A,PHYS,4A,6,Physics for Scientists and Engineers: Mechanics,A rigorous introduction to the physical laws that describe and explain the motion of bodies. Analyze the structure of classical mechanics and its applications to problem solving using verbal logic❤️ critical analysis❤️ and mathematical models. Investigate general scientific procedures as a quantitative interplay between experimentation and theory employing statistical methods❤️ graphical techniques❤️ and measurement theory.
5,A,PHYS,10,5,Concepts of Physics,Explore the fundamental concepts of physics as applied to everyday phenomena from a limited mathematical perspective emphasizing verbal logic❤️ critical analysis❤️ and rational thought. Analyze the history of scientific procedure as an interplay between theory and experimentation. Critically evaluate the role of scientific discovery in the success and development of technology.
5,B,ANTH,1,4,Physical Anthropology,Introduction to biological aspects of humans. A bio-cultural and an evolutionary approach is used to understand human variation and human evolution. Issues and topics will include❤️ human variation and its adaptive significance❤️ biological and behavioral evolution of humans❤️ comparative primate anatomy and behavior❤️ evolutionary theory❤️ and the impact of cultural❤️ technological and environmental change on human biology and behavior
5,B,ANTH,1/1L,1,Physical Anthropology Laboratory,Laboratory course in which the students apply and practice the scientific methods❤️ techniques and procedures used by physical anthropologists to understand human evolution❤️ non-human primates and human variation. Students gain practical experience and a deeper understanding by participating in lab exercises❤️ activities and experiments that explore human evolution❤️ osteology❤️ forensics❤️ genetics❤️ modern human variation❤️ primate anatomy and behavior.
5,B,ANTH,7,4,Introduction to Forensic Anthropology,An introduction to forensic anthropology which is an applied field of physical anthropology. A comparative and a holistic approach is used to interpret human skeletal remains and determine the age❤️ sex❤️ race❤️ time of death❤️ trauma❤️ pathology❤️ for the purpose of identification. Focus on varying areas in which forensic anthropology is used❤️ such as in crime scene investigation❤️ missing person identification❤️ human rights and humanitarian investigations.
5,B,BIOL,6A,6,Form and Function in the Biological World,Introduction to biology and scientific methods for students beginning the biology major series. Study of the structure and physiological processes of living organisms❤️ with an emphasis on plants and animals.
5,B,BIOL,6B,6,Cell and Molecular Biology,Introduction to cellular structure and function❤️ biological molecules❤️ bioenergetics❤️ molecular genetics❤️ and cell proliferation. The laboratory includes extensive hands- on experimentation in molecular biology.
5,B,BIOL,6C,6,Ecology and Evolution,Principles of ecology and evolution. Includes ecology of populations❤️ communities❤️ ecosystems and biomes as well as evolution of populations❤️ and the origin of species and higher taxa. The laboratory portion of the course includes a research project designed❤️ researched and presented by students.
5,B,BIOL,10,5,Introductory Biology,An introduction to biology as a branch of the biological sciences and to its basic unifying principles❤️ with selected application to the scientific method❤️ evolutionary concepts❤️ genetic modification❤️ biotechnology❤️ ecology❤️ ecological crises and human impacts.
5,B,BIOL,11,5,Human Biology,A general introduction to biology and its principles❤️ emphasizing the biology of humans. The course will cover the unifying principles of biology❤️ with emphasis on the basic anatomy and physiology of the human body❤️ as well as on contemporary health issues and their impacts on cultural❤️ ethnic and gender groups
5,B,BIOL,13,5,Marine Biology,Introduction to physical and chemical oceanography❤️ marine animals❤️ marine plants❤️ and marine ecology with major emphasis on natural history of marine life. Bays❤️ estuaries and open oceans are described as habitats. Marine biology as a branch of the biological sciences❤️ employs the scientific method.
5,B,BIOL,15,5,California Ecology,An introduction to ecology and field biology as a branch of the biological sciences and its relationship to the scientific method. A review of plant and animal adaptations to the natural environments and the impact of pollution❤️ degradation of habitat❤️ and human population on life.
5,B,BIOL,26,6,Introductory Microbiology,Introduction to the sciences and the scientific method as exemplified by the study of microbiology. Morphology❤️ metabolism❤️ growth and genetics of bacteria and other microorganisms; chemical and physical means of control; the disease process and immunity. The importance of microorganisms to humankind; techniques and methods of microbiology.
5,B,BIOL,40C,5,Human Anatomy and Physiology,Study of the endocrine system❤️ lymphatic system❤️ digestive system❤️ metabolism❤️ urinary and reproductive systems❤️ embryological development and classical Mendelian and modern biochemical genetics including genetic engineering.
5,B,ESCI,1,4,Environmental Science,An introduction to environmental science as a branch of the sciences and its relation to the scientific field including the scientific method. Review of the principles❤️ concepts and terminology of the environmental sciences and ecological literacy including restoration ecology❤️ landscape ecology❤️ sustainable studies and ecosystem management. Agenda 21 and other environmental indicator tools as they relate to human use of the earth’s systems including the hydrosphere❤️ atmosphere❤️ lithosphere and biosphere and the impact on cultural❤️ ethnic and gender groups will be explored.
5,B,ESCI,1L,1,Environmental Science Laboratory,An introduction to environmental science as a branch of the sciences including the scientific method and its relation to the scientific field in a laboratory and field setting. Applications of scientific❤️ environmental❤️ ecological and sustainability principles as they relate to human societies will be explored.
5,B,ESCI,19,5,Environmental Biology,An introduction to environmental biology as a branch of the environmental sciences and its relation to the scientific field. Review of the principles of environmental biology❤️ ecology and conservation as they relate to natural resource use❤️ the biodiversity crisis❤️ pollution❤️ human population and the impacts on all cultural❤️ ethnic and gender groups.
5,B,ESCI,20,5,Introduction to Biodiversity,Introduction to biodiversity conservation as a branch of the environmental sciences❤️ conservation biology and related scientific fields. Includes survey of species and ecosystem diversity❤️ elements of biological classification; evolutionary trends and the mechanisms of evolution; ecology and the importance and problems of biodiversity conservation and the biodiversity crisis locally and globally.
5,C,ASTR,4,6,Solar System Astronomy,(Must be taken with 15L) Analyze the physical principles❤️ logic❤️ and development of solar system astronomy from ancient times through the present. Examine earth and sky relationships❤️ exploration of the solar system by spacecraft and earth-based methods❤️ similarities and differences between Earth and other planets❤️ theories of the origin of our planetary system❤️ and properties of other stars’ planetary systems. Includes multimedia planetarium demonstrations.
5,C,ASTR,15L,1,Astronomy Laboratory,Introductory astronomy lab in which students use astronomical techniques❤️ data❤️ and software to evaluate hypotheses about the physical universe. Areas of investigation include our solar system and the extrasolar planets❤️ as well as stars❤️ galaxies❤️ and the evolution of the universe.
5,C,ASTR,10,6,Stellar Astronomy,(Must be taken with 15L) Introductory astronomy lab in which students use astronomical techniques❤️ data❤️ and software to evaluate hypotheses about the physical universe. Areas of investigation include our solar system and the extrasolar planets❤️ as well as stars❤️ galaxies❤️ and the evolution of the universe.
5,C,ASTR,15L,1,Astronomy Laboratory,Introductory astronomy lab in which students use astronomical techniques❤️ data❤️ and software to evaluate hypotheses about the physical universe. Areas of investigation include our solar system and the extrasolar planets❤️ as well as stars❤️ galaxies❤️ and the evolution of the universe.
5,C,CHEM,1A,5,General Chemistry,An introduction to the structure and reactivity of matter at the molecular level. Application of critical reasoning to modern chemical theory and structured numerical problem solving. Development of molecular structure from rudimentary quantum mechanics❤️ including an introduction to ionic and covalent bonding. Chemical problem solving involving both formula and reaction stoichiometry employing the unit analysis method. An introduction to thermochemistry and a discussion of the first law of thermodynamics.
5,C,CHEM,1B,5,General Chemistry,Continuation of an introduction to the principles of chemistry. Investigation of intermolecular forces and their effects on chemical and physical properties. Investigation of reversible reactions from the standpoints of kinetics❤️ thermodynamics❤️ and equilibrium. Investigation and application of gas laws and kinetic molecular theory.
5,C,CHEM,1C,5,General Chemistry and Qualitative Analysis,This is the third and final quarter in the year long General Chemistry sequence. In this class❤️ advanced equilibrium concepts pertaining to solubility and buffers will be discussed. This will be followed with an introduction to electrochemistry❤️ the chemistry of transition metals❤️ and nuclear chemistry.
5,C,CHEM,10,5,Introductory Chemistry,An introduction to the discipline of chemistry❤️ including chemical laboratory techniques and methods and a survey of important chemical principles. The course emphasizes chemistry as a subject of scientific inquiry and is designed to give the student a general appreciation for chemistry as a science.
5,C,CHEM,30A,5,Introduction to General❤️ Organic and Biochemistry I,This is a two-part class to be taken in sequence by students entering allied health fields. The focus of the first part of this class is an introduction to general chemistry. This course begins with a discussion of various measurement tools. This will be followed with a discussion of energy and matter which will be followed by a discussion of the discovery of an atom. The next set of topics will cover an introduction to elements❤️ compounds❤️ and types of bonding in compounds followed by various types of chemical reactions and stoichiometric calculations based on chemical equations. Properties of gases and solutions will be discussed. The course concludes with a discussion of acid-base chemistry and nuclear chemistry.
5,C,CHEM,30B,5,Introduction to General❤️ Organic and Biochemistry II,This class is for students entering the allied health fields. The focus of the second part of Introduction to General❤️ Organic❤️ and Biochemistry is organic and biochemistry. The topics included in organic chemistry are: hydrocarbons❤️ alcohols❤️ thiols❤️ ethers❤️ carboxylic acids❤️ esters❤️ amines❤️ and amides. Various physical and chemical properties of these organic substances will be studied along with nomenclature and structural features. The topics included in biochemistry are: carbohydrates❤️ fatty acids and lipids❤️ amino acids and proteins❤️ nucleic acids and DNA. Various physical and chemical properties of these biological molecules will be studied. A brief introduction to metabolism will also be discussed.
5,C,CHEM,50,5,Preparation Course for General Chemistry,An introduction to the core theory and problem-solving techniques of chemistry as preparation for Chemistry 1A and other science related fields. An introduction to gravimetric and volumetric analysis❤️ rudimentary laboratory equipment and operations❤️ and the preparation and maintenance of a laboratory notebook.
5,C,GEOL,10,5,Introductory Geology,Analysis and description of the composition❤️ structure❤️ and development of the earth’s external and internal features and the geologic processes responsible for their origin and evolution. Examination of the concepts and principles upon which geologic knowledge is based. (One Saturday field trip is required.)
5,C,MET,10L,1,Meteorology Laboratory,Introductory weather lab in which students work with observational data❤️ graphics products❤️ charts and instruments used by synoptic meteorologists to forecast weather. Lab sessions will include current weather products downloaded from the American Meteorological Society’s “Online Weather Studies” homepage which has been specifically designed for this course and from De Anza College’s automated rooftop weather station. Students will practice the analysis and decision-making skills employed by meteorologists to diagnose air patterns❤️ understand air motions and predict future atmospheric conditions.
5,C,MET,20L,1,Climate Studies Laboratory,Introductory climatology lab developed in collaboration with the American Meteorological Society which places students in a dynamic learning environment where they investigate Earth’s climate system using real-world data used by professional climatologists to study and forecast future changes in Earth’s climate system. Lab sessions will include current computer graphics products downloaded from the American Meteorological Society’s “Online Climate Studies” homepage which has been specifically designed for this course. Students will practice the analytical skills used by climatologists in assessing the world’s climate and will examine the factors that produce critical changes in climate such as “global warming.” While focusing on science❤️ students will address many of the social and societal impacts of impending climate change.
5,C,PHYS,2A,5,General Introductory Physics,An elementary study of the basic physical laws describing the motion of bodies. Includes the study of oscillations❤️ waves❤️ and sound. Applications to everyday physical phenomena in problem solving using verbal logic❤️ critical thinking❤️ and mathematics. In the laboratory❤️ explore experimental scientific procedures by comparing theoretical models to classic experiments using standard measurement techniques❤️ basic uncertainty analysis❤️ and graphical interpretations of data.
5,C,PHYS,4A,6,Physics for Scientists and Engineers: Mechanics,A rigorous introduction to the physical laws that describe and explain the motion of bodies. Analyze the structure of classical mechanics and its applications to problem solving using verbal logic❤️ critical analysis❤️ and mathematical models. Investigate general scientific procedures as a quantitative interplay between experimentation and theory employing statistical methods❤️ graphical techniques❤️ and measurement theory.
6,A,ARBC,2,5,Elementary Arabic (Second Quarter),Continuation of elementary speaking❤️ listening❤️ reading❤️ and writing skills in targeted language functions❤️ with Arabic as the primary language of instruction. Focus on greater structural accuracy and communicative competence. Study of basic geographical❤️ historical❤️ and cultural features of Arabic-speaking world areas
6,A,ARBC,3,5,Elementary Arabic (Third Quarter),Continuation of elementary speaking❤️ listening❤️ reading❤️ and writing skills in targeted language functions❤️ with Arabic as the primary language of instruction. Focus on greater structural accuracy and communicative competence. Study of basic geographical❤️ historical❤️ and cultural features of Arabic-speaking world areas
6,A,FREN,2,5,Elementary French (Second Quarter),Further development of material presented in French 1. Continuation of introduction to the language and cultures of the French-speaking countries. Basic speaking❤️ listening❤️ reading and writing of French will be introduced and practiced within a cultural framework. Emphasis will be on language as an expression of culture.
6,A,FREN,3,5,Elementary French (Third Quarter),Further development of material presented in French 1 and French 2. Completion of introduction to the language and cultures of the French-speaking countries. Basic speaking❤️ listening❤️ reading and writing of French will be introduced and practiced within a cultural framework. Emphasis will be on language as an expression of culture
6,A,FREN,4,5,Intermediate French (First Quarter),Reading and discussion of texts dealing with the literature❤️ arts❤️ geography❤️ history and culture of the French-speaking world. Review of the linguistic functions and grammar structures of first-year French. Development of reading❤️ writing❤️ speaking and listening skills at the first intermediate level.
6,A,FREN,5,5,Intermediate French (Second Quarter),Reading and discussion of texts dealing with the literature❤️ arts❤️ geography❤️ history and culture of the French-speaking world. Review of the linguistic functions and grammar structures of first-year French. Development of reading❤️ writing❤️ speaking and listening skills at the second intermediate level.
6,A,FREN,6,5,Intermediate French (Third Quarter),Reading and discussion of texts dealing with the literature❤️ arts❤️ geography❤️ history and culture of the French-speaking world. Review of the linguistic functions and grammar structures of first-year French. Development of reading❤️ writing❤️ speaking and listening skills at the third intermediate level.
6,A,FREN,10,5,Intensive French (First Year),Development and practice of skills for oral and written communication supported by essentials of grammar❤️ syntax❤️ vocabulary and pronunciation. Language of instruction is primarily French.
6,A,GERM,2,5,Elementary German (Second Quarter),Further development of material presented in German 1. Continuation of introduction to the language and cultures of the German-speaking countries. Basic speaking❤️ listening❤️ reading and writing of German will be introduced and practiced within a cultural framework. The emphasis will be on language as an expression of culture. Language laboratory practice to reinforce pronunciation❤️ grammar and syntax.
6,A,GERM,3,5,Elementary German (Third Quarter),Further development of material presented in German 1 and 2. Completion of introduction to the language and cultures of the German-speaking countries. Basic speaking❤️ listening❤️ reading and writing of German will be introduced and practiced within a cultural framework. The emphasis will be on language as an expression of culture. Language laboratory practice to reinforce pronunciation❤️ grammar and syntax.
6,A,GERM,4,5,Intermediate German (First Quarter),Development of reading❤️ writing❤️ speaking and listening skills at the first intermediate level. Reading and discussion of texts dealing with the literature❤️ arts❤️ history❤️ geography and culture of the German-speaking world. Review and expansion of the linguistic functions and grammar structures of first-year German.
6,A,GERM,5,5,Intermediate German (Second Quarter),Development of reading❤️ writing❤️ speaking and listening skills at the second intermediate level. Reading and discussion of texts dealing with the literature❤️ arts❤️ history❤️ geography and culture of the German-speaking world. Review and expansion of the linguistic functions and grammar structures of first-year German
6,A,GERM,6,5,Intermediate German (Third Quarter),Development of reading❤️ writing❤️ speaking and listening skills at the third intermediate level. Reading and discussion of texts dealing with the literature❤️ arts❤️ history❤️ geography and culture of the German-speaking world. Review and expansion of the linguistic functions and grammar structures of first-year German.
6,A,HNDI,2,5,Elementary Hindi (Second Quarter),Further development of material presented in Hindi 1. Continuation of introduction to the language and culture of the Hindi-speaking states. Basic speaking❤️ listening❤️ reading and writing of Hindi will be introduced and practiced within a cultural framework. The emphasis will be on language as an expression of culture.
6,A,HDNI,3,5,Elementary Hindi (Third Quarter),Further development of material presented in Hindi 1 and Hindi 2. Completion of introduction to the language and culture of the Hindi-speaking states and communities. Basic speaking❤️ listening❤️ reading and writing of Hindi will be introduced and practiced within a cultural framework. The emphasis will be on language as an expression of culture.
6,A,ITAL,2,5,Elementary Italian (Second Quarter),Further development of material presented in Italian 1. Continuation of introduction to the language and cultures of the Italian-speaking countries. Basic speaking❤️ listening❤️ reading❤️ and writing of Italian will be continued and practiced within a cultural framework. Emphasis will be on language as an expression of culture.
6,A,ITAL,3,5,Elementary Italian (Third Quarter),Further development of material presented in Italian 1 and 2. Continuation of introduction to the language and cultures of the Italian-speaking countries. Basic speaking❤️ listening❤️ reading❤️ and writing of Italian will be continued and practiced within a cultural framework. Emphasis will be on language as an expression of culture
6,A,JAPN,2,5,Elementary Japanese (Second Quarter),Continuation of introduction to the Japanese language and culture with the further development of materials presented in Japanese 1. Emphasis will be on acquisition of second-quarter beginner level of four language skills (listening❤️ speaking❤️ reading and writing) as well as sociocultural knowledge which plays an important role in communicating in the target language. Japanese is the major language of instruction. Oral practice based on understanding of the language structure will be also emphasized. In addition to practicing two of the Japanese syllabic writing systems❤️ hiragana and katakana❤️ the third writing system❤️ kanji❤️ Sino-Japanese characters will be introduced.
6,A,JAPN,3,5,Elementary Japanese (Third Quarter),Continuation of introduction to the Japanese language and culture with further development of materials presented in Japanese 1 and 2. Emphasis will be on acquisition of the third-quarter high beginner level of four language skills (listening❤️ speaking❤️ reading and writing) as well as sociocultural knowledge which plays an important role in communicating in the target language. Oral practice based on understanding of the language structure will be further emphasized. More kanji❤️ Sino-Japanese characters will be introduced. Students are expected to integrate three writing systems in order to demonstrate authentic writing skills.
6,A,JAPN,4,5,Intermediate Japanese (First Quarter),The first-quarter of intermediate Japanese. Introduces the Japanese language and culture with the further development of materials presented in Japanese 3. The emphasis will be on the acquisition of the first-quarter low intermediate level of four language skills (listening❤️ speaking❤️ reading and writing) as well as the sociocultural knowledge which plays an important role in communicating in the target language. Oral practice is based on an understanding of the language structures which will also be further emphasized. More kanji❤️ Sino-Japanese characters will be introduced. Students will develop low intermediate level of reading strategies and writing skills integrating hiragana❤️ katakana and kanji.
6,A,JAPN,5,5,Intermediate Japanese (Second Quarter),The second-quarter of intermediate Japanese. Introduces the Japanese language and culture with further development of materials presented in Japanese 4. The emphasis will be on acquisition of the second-quarter intermediate level of four language skills (listening❤️ speaking❤️ reading❤️ and writing) as well as the sociocultural knowledge which plays an important role in communicating in the target language. Oral practice is based on understanding of the language structures which will also be emphasized. More kanji❤️ Sino-Japanese characters will be introduced. Students will develop intermediate level of reading strategies and writing skills integrating hiragana❤️ katakana❤️ and kanji.
6,A,JAPN,6,5,Intermediate Japanese (Third Quarter),The third-quarter of intermediate Japanese. Introduces the Japanese language and culture with further development of materials presented in Japanese 5. The emphasis will be on acquisition of the high intermediate level of four language skills (listening❤️ speaking❤️ reading and writing) as well as the sociocultural knowledge which plays an important role in communicating in the target language. Oral practice based on understanding of the language structures should also be emphasized. More kanji❤️ Sino-Japanese characters will be introduced. Students will develop high intermediate level of reading strategies and writing skills integrating hiragana❤️ katakana❤️ and kanji.
6,A,KORE,2,5,Elementary Korean (Second Quarter),Further development of materials presented in Korean 1. Intensive oral practice broadening the language functions covered in Korean 1 and adding new ones. Greater emphasis on student generated discussion. More emphasis on cultural and historical background in the use of language. Written practice to further understanding of the underlying grammatical and syntactical structures for an extended range of basic/simple information relating to high-frequency situations.
6,A,KORE,3,5,Elementary Korean (Third Quarter),Further development of materials presented in Korean 1 and 2. High beginning level language skills for oral and written communication in targeted language functions❤️ with focus on greater structural accuracy and communicative competence for a more complex/abstract range of information relating to high frequency situations. Better understanding of the Korean culture through text and out-of-text authentic materials.
6,A,KORE,4,5,Intermediate Korean (First Quarter),Review of grammar and discussion of grammatical features beyond the elementary level. Development of reading❤️ writing❤️ speaking and listening skills at the first intermediate level for an expanding range of somewhat sophisticated information. Reading and discussion of materials dealing with Korean literature❤️ arts❤️ history and culture.
6,A,KORE,5,5,Intermediate Korean (Second Quarter),Review of grammar and further discussion of grammatical features beyond the first intermediate level. Development of reading❤️ writing❤️ speaking and listening skills at the second intermediate level needed to spontaneously request and provide a greater range of more sophisticated information. Reading and discussion of texts dealing with Korean literature❤️ arts❤️ history and culture.
6,A,KORE,6,5,Intermediate Korean (Third Quarter),Continuation of Korean 5. Review of grammar and discussion of grammatical features needed to spontaneously and accurately request and provide information❤️ orally and in writing❤️ about a wide variety of topics. Development of reading❤️ writing❤️ speaking and listening skills at the third intermediate level. Reading and discussion of texts and out-of texts dealing with Korean literature❤️ arts❤️ history and culture.
6,A,MAND,2,5,Elementary Mandarin (Second Quarter),Further development of material presented in Mandarin 1. Continuation of introduction to the language and cultures of Mandarin-speaking countries and communities. Speaking❤️ listening❤️ reading❤️ and writing of Mandarin will be continued and practiced within a cultural framework. Mandarin will be the primary language of instruction. Emphasis will be on language as an expression of culture and a medium of communication.
6,A,MAND,3,5,Elementary Mandarin (Third Quarter),Further development of material presented in Mandarin 1 and 2. Completion of introduction to the language and cultures of Mandarin-speaking countries and communities. Basic speaking❤️ listening❤️ reading❤️ and writing of Mandarin will be further introduced and practiced within a cultural framework. Mandarin will be the primary language of instruction. Emphasis will be on language as an expression of culture and a medium of communication.
6,A,MAND,4,5,Intermediate Mandarin (First Quarter),Read and discuss texts dealing with geography❤️ history❤️ social and cultural practices of the Chinese-speaking world. Review the linguistic functions and grammatical structures of first-year Chinese. Speaking❤️ listening❤️ reading❤️ and writing of the first-quarter low intermediate level of Mandarin will be introduced and practiced within a cultural framework.
6,A,MAND,5,5,Intermediate Mandarin (Second Quarter),Continuation of Mandarin 4. Read and discuss texts dealing with geography❤️ history❤️ literature❤️ social❤️ and cultural practices of the Chinese-speaking world. Review the linguistic functions and grammatical structures of intermediary Chinese. Speaking❤️ listening❤️ reading❤️ and writing of second-quarter intermediate level of Mandarin will be introduced and practiced within a cultural framework.
6,A,MAND,6,5,Intermediate Mandarin (Third Quarter),Continuation of Mandarin 5. Read❤️ discuss and analyze texts dealing with arts❤️ geography❤️ history❤️ literature❤️ social and cultural practices of the Chinese-speaking world. Review the linguistic functions and grammatical structures of intermediary Chinese. Speaking❤️ listening❤️ reading❤️ and writing of third-quarter high intermediate level of Mandarin will be introduced and practiced within a cultural framework.
6,A,PERS,2,5,Elementary Persian (Second Quarter),Further development of material presented in Persian 1. Continuation of introduction to the language and cultures of the Persian-speaking states. Basic speaking❤️ listening❤️ reading and writing of Persian will be introduced and practiced within a cultural framework. Emphasis will be on language as an expression of culture with special interest in communication skill-building. Language laboratory practice to reinforce pronunciation❤️ grammar❤️ and syntax.
6,A,PERS,3,5,Elementary Persian (Third Quarter),Further development of material presented in Persian 1 and 2 with further introduction to the language and cultures of the Persian-speaking countries. Basic speaking❤️ listening❤️ reading and writing of Persian introduced and practiced within a cultural framework. Language laboratory practice to reinforce pronunciation❤️ grammar❤️ and syntax.
6,A,PERS,4,5,Intermediate Persian (First Quarter),Reading and discussion of texts dealing with the literature❤️ arts❤️ geography❤️ history and culture of the Persian-speaking world. Review of the linguistic functions and grammar structures of introductory (elementary-level) Persian. Development of reading❤️ writing❤️ speaking and listening skills at the first intermediate level.
6,A,PERS,5,5,Intermediate Persian (Second Quarter),Reading and discussion of texts dealing with the literature❤️ arts❤️ geography❤️ history and culture of the Persian-speaking world. Review of the linguistic functions and grammar structures of introductory (elementary-level) Persian. Continued development of reading❤️ writing❤️ speaking and listening skills at the intermediate level.
6,A,PERS,6,5,Intermediate Persian (Third Quarter),Reading and discussion of texts dealing with the literature❤️ arts❤️ geography❤️ history and culture of the Persian-speaking world. Review of the linguistic functions and grammar structures of first-year Persian. Development of reading❤️ writing❤️ speaking and listening skills at the third-intermediate level.
6,A,RUSS,2,5,Elementary Russian (Second Quarter),Further development of material presented in Russian 1. Continuation of introduction to the language and culture of Russian Federation. Elementary speaking❤️ listening❤️ reading❤️ and writing of Russian will be continued and practiced within a cultural framework. Emphasis will be on language as an expression of culture. Language laboratory will be practiced to reinforce pronunciation❤️ grammar❤️ syntax❤️ and simple conversation.
6,A,RUSS,3,5,Elementary Russian (Third Quarter),Further development of material presented in Russian 1 and 2. Continuation of introduction to the language and culture of Russia. Elementary speaking❤️ listening❤️ reading❤️ and writing of Russian will be continued and practiced within a cultural framework. Emphasis will be on language as an expression of culture. Language laboratory will be practiced to reinforce pronunciation❤️ grammar❤️ syntax and conversations.
6,A,SIGN,2,5,Elementary American Sign Language (Second Quarter),Continuation of elementary American Sign Language (ASL) skills in targeted language functions: finger spelling; vocabulary; modeling and use of grammatical structure. Focus on greater communicative competence. Study of deaf culture and the development and linguistics of American Sign Language. Taught in American Sign Language
6,A,SIGN,3,5,Elementary American Sign Language (Third Quarter),Continuation of elementary American Sign Language (ASL) skills in targeted language functions with focus on greater structural accuracy and communicative competence. Study of deaf culture and the development and linguistics of American Sign Language. Taught in American Sign Language.
6,A,SPAN,2,5,Elementary Spanish (Second Quarter),Development of elementary language skills for oral and written communication using language structures and functions targeted for the second level of elementary Spanish. Spanish is the primary language of instruction. Speaking❤️ listening❤️ reading and writing skills at the second level of elementary Spanish will be developed within the framework of language as a fundamental expression of culture❤️ with continued presentation of the cultures of Spanish-speaking world areas. Language laboratory practice and/or assignments at home and/or in the language lab❤️ are an integral part of instruction supporting the development of language skills in the areas of pronunciation❤️ structure❤️ syntax❤️ and oral communication.
6,A,SPAN,3,5,Elementary Spanish (Third Quarter),Development of elementary language skills for oral and written communication using language structures and functions targeted for the third level of elementary Spanish. Spanish is the working language. Focus is on greater structural accuracy and communicative competence within the framework of language as a fundamental aspect of culture. Language laboratory practice and/or assignments at home and/or in the language lab are an integral part of instruction❤️ supporting the development of language skills in the areas of pronunciation❤️ structure❤️ syntax and oral communication.
